time_total,x,y,z,vx,vy,vz,roll,pitch,yaw,roll_rate,pitch_rate,yaw_rate
e-02,9.989641615400307595e-02,-8.194709649513822608e-03,-1.924704209376978947e-01,3.905360272893340168e-04,8.274429361453652845e-04,6.346416539730263644e-03,5.906977543320859197e-02,1.767753737937196798e-02,-1.475003533063038580e-02,3.930804591829493155e-01
2.500000000000000000e-01,-5.055576877190292029e-01,1.537584522008996445e-02,9.993765165450103904e-02,-1.174555794401776218e-03,-1.931190142208252525e-01,2.796438214792620479e-04,3.306131946275467619e-03,4.742081220022056551e-03,1.082139068480927058e-01,2.058145020162533909e-02,-7.517226136400346863e-03,3.930186329172354331e-01
5.000000000000000000e-01,-5.053160205502642555e-01,-8.955830002322737182e-03,9.996715984796053500e-02,4.766564180737901252e-03,-1.964402373436986982e-01,1.987251482755687088e-04,5.181464882106720342e-03,4.002377597773111931e-03,1.573477995478317348e-01,9.767901643327671357e-03,-9.010935216297467215e-04,3.930006699557640482e-01
7.500000000000000000e-01,-5.043394916422997420e-01,-3.380188234718383561e-02,9.998780290131474568e-02,1.073362760493969809e-02,-2.009788571974260307e-01,1.366606936789653256e-04,5.567668006990315888e-03,4.126934276341405125e-03,2.064749863324852608e-01,-3.211772759161268028e-03,3.343446442699150260e-03,3.930127147958233369e-01
1.000000000000000000e+00,-5.025763170371028155e-01,-5.918734277494642343e-02,1.000018923978632235e-01,1.740725540988559417e-02,-2.048093334121576514e-01,9.331469984286724613e-05,4.756959494228607532e-03,4.928384055372626686e-03,2.555993045450348777e-01,-1.095410436051351064e-02,5.839709376323894141e-03,3.930349794535294983e-01
1.250000000000000000e+00,-4.999142986903469810e-01,-8.493354749426275385e-02,1.000116666616329697e-01,2.511799932176364200e-02,-2.066938796700960035e-01,6.616988718080253271e-05,3.554351861239851001e-03,6.165249953475106411e-03,3.047233757955475908e-01,-1.202325004933567018e-02,7.761973199840931266e-03,3.930546657570128111e-01
1.500000000000000000e+00,-4.962109784945824553e-01,-1.107707248491352769e-01,1.000187471758111346e-01,3.405555335261465505e-02,-2.063610656036723445e-01,4.881657700907686594e-05,2.645631562187005566e-03,7.624867147046178635e-03,3.538498799607462941e-01,-9.039025258725763914e-03,9.566017057227040390e-03,3.930666223983840246e-01
1.750000000000000000e+00,-4.913023131242402197e-01,-1.364403962083732824e-01,1.000240065160847847e-01,4.438138635203960763e-02,-2.041566973149375464e-01,3.631039955825984681e-05,2.289777501639178765e-03,9.146026749043743506e-03,4.029805683975302699e-01,-5.522210289347716412e-03,1.076232177041921111e-02,3.930694092780215310e-01
2.000000000000000000e+00,-4.850077478056247782e-01,-1.617389010829869411e-01,1.000278830808145197e-01,5.618216144652250083e-02,-2.005322615784549678e-01,2.634788086974962641e-05,2.351231345042303824e-03,1.059361448845614999e-02,4.521145844678025050e-01,-3.570148146790453909e-03,1.042078982104384204e-02,3.930634793956212514e-01
2.250000000000000000e+00,-4.771480051120605137e-01,-1.865071275085553315e-01,1.000306025772507990e-01,6.933371368376906041e-02,-1.957298012137735355e-01,1.754800523426163460e-05,2.517515705579635634e-03,1.181372188061545134e-02,5.012486214723277378e-01,-3.183036992219774857e-03,7.834320299360490042e-03,3.930508677131775985e-01
