time_total,x,y,z,vx,vy,vz,roll,pitch,yaw,roll_rate,pitch_rate,yaw_rate
-03,9.990819359614733219e-02,4.973419454701532433e-02,-1.709670198906969030e-01,3.610297596956294451e-04,-2.789392286725866921e-03,-7.287445360125891598e-04,3.037501491650584917e+00,2.040535732509111272e-02,-4.562171109186739792e-02,-3.488310620947450147e-01
2.500000000000000000e-01,5.087841854856930413e-01,-1.357570430981703408e-02,9.994718733893792617e-02,4.669235045516752919e-02,-1.748400933261072265e-01,2.720159155477162708e-04,-6.011145657276808357e-03,4.703882705802728270e-03,2.993849035648609380e+00,1.701800573697639929e-02,-4.542356656410944521e-02,-3.493817254467304623e-01
5.000000000000000000e-01,5.140353295884677598e-01,-3.581089775017932270e-02,9.997660620728826553e-02,3.654913650668626529e-02,-1.809135828415392722e-01,2.019789303287268533e-04,-8.095771327222649888e-03,9.620174639490802759e-03,2.950150111241175210e+00,2.311057214754142029e-03,-3.679923091230851567e-02,-3.495284540157741482e-01
7.500000000000000000e-01,5.176209609970274794e-01,-5.882192747564129326e-02,9.999757130008854467e-02,2.053377886570827149e-02,-1.868208835470067941e-01,1.367668147950558324e-04,-8.220006141506171551e-03,1.344754784574431553e-02,2.906457581509038768e+00,-1.187531180985502803e-02,-2.332787522956755039e-02,-3.495245102110913771e-01
1.000000000000000000e+00,5.189361056425823016e-01,-8.243049590268719529e-02,1.000110168743143929e-01,7.365526271592969529e-04,-1.902518361872453934e-01,8.257977698561562766e-05,-6.783472864689314534e-03,1.585190887968971826e-02,2.862791672238857998e+00,-1.823671587721361828e-02,-8.513846845922609999e-03,-3.494722144456597346e-01
1.250000000000000000e+00,5.176618665459761237e-01,-1.062403411595929520e-01,1.000186514668350152e-01,-2.045425954833414786e-02,-1.901020602948000904e-01,4.328505743706685172e-05,-4.732132273115164170e-03,1.665973163041938043e-02,2.819144838145281717e+00,-1.561052865605564929e-02,5.040717128064021307e-03,-3.494187423013965232e-01
1.500000000000000000e+00,5.137711834945480893e-01,-1.298115141557133201e-01,1.000222513339741742e-01,-4.081700177480208219e-02,-1.866970424640901349e-01,1.722554633163010454e-05,-2.908909711516245982e-03,1.587177026033994784e-02,2.775500198459002643e+00,-7.223989555292382493e-03,1.566901191713688385e-02,-3.493778067027596967e-01
1.750000000000000000e+00,5.074860940526302322e-01,-1.528141958613740969e-01,1.000233774724737096e-01,-5.861242186645505836e-02,-1.813299359555617107e-01,3.256724269983187071e-06,-1.725154802523298694e-03,1.372071119628854273e-02,2.731847701380381022e+00,2.264127215732183746e-03,2.234771736259004785e-02,-3.493490549573537995e-01
2.000000000000000000e+00,4.992042652992829677e-01,-1.751041255067949109e-01,1.000235057818798373e-01,-7.276903455162496426e-02,-1.755509811937449038e-01,5.536768868276800431e-07,-1.172780773828327808e-03,1.068863580551289959e-02,2.688187227042265537e+00,9.148898621757122276e-03,2.452672979632710207e-02,-3.493314261324654835e-01
2.250000000000000000e+00,4.894093649885866704e-01,-1.967139402939792614e-01,1.000238289814416870e-01,-8.296209575969953898e-02,-1.705749154505465381e-01,5.170304722075420923e-06,-1.025382496251419761e-03,7.433657703778799759e-03,2.644522754122486052e+00,1.173222704027676935e-02,2.221255493210766083e-02,-3.493245974485177929e-01
2.500000000000000000e+00,4.785782843292295530e-01,-2.177884915846103053e-01,1.000248596617367564e-01,-8.958688560716146498e-02,-1.669795031087706327e-01,1.081796181068391280e-05,-1.048968740340780600e-03,4.637509685649259319e-03,2.600857012093991116e+00,1.019264228718826451e-02,1.614538638640921134e-02,-3.493264357235427719e-01
2.750000000000000000e+00,4.670991240053479765e-01,-2.385016990682981841e-01,1.000264034593640605e-01,-9.361605130619166104e-02,-1.646905235404547141e-01,1.311296060069624232e-05,-1.114249854179530591e-03,2.832431578774596229e-03,2.557190549729096762e+00,5.853379894445511281e-03,7.819755549396876365e-03,-3.493336055428782339e-01
3.000000000000000000e+00,4.552142150230659712e-01,-2.589848262290804781e-01,1.000279934385624458e-01,-9.634963489752688959e-02,-1.631535563793185539e-01,1.198003274649858271e-05,-1.197635098848988952e-03,2.274349620916368397e-03,2.513523011346817881e+00,4.018899863647270925e-04,-7.903092371728193599e-04,-3.493438209312310638e-01
3.250000000000000000e+00,4.429990180832454882e-01,-2.792820421148151100e-01,1.000293576925868899e-01,-9.910383804608201286e-02,-1.615793512290075729e-01,9.993248205088117413e-06,-1.320495758903047915e-03,2.904392847808819240e-03,2.469853958869588251e+00,-4.646859206614184674e-03,-7.742532170883910207e-03,-3.493558378365553274e-01
3.500000000000000000e+00,4.303798272713669770e-01,-2.993367402842105895e-01,1.000305321948953691e-01,-1.029148072927907331e-01,-1.591805610934002302e-01,9.033804251354137781e-06,-1.488015146475020348e-03,4.401805953545928803e-03,2.426183096197798594e+00,-8.207249317435874256e-03,-1.166710977976389077e-02,-3.493675356267030851e-01
3.750000000000000000e+00,4.171831773588801084e-01,-3.190043414390037468e-01,1.000316394575247736e-01,-1.083359413861323395e-01,-1.553558337773972842e-01,8.653524282631665525e-06,-1.664416419886691765e-03,6.298748542243825209e-03,2.382510652550434482e+00,-9.693559181046574463e-03,-1.211162779763353195e-02,-3.493753200826523186e-01
4.000000000000000000e+00,4.032016545722778011e-01,-3.380836607722924603e-01,1.000326421497375190e-01,-1.153778375345766161e-01,-1.498035747776972626e-01,7.118703984070465701e-06,-1.787232031924342220e-03,8.112989302923001925e-03,2.338837731808342646e+00,-9.002340785572904638e-03,-9.565200706295039212e-03,-3.493760901856799994e-01
4.250000000000000000e+00,3.882576569399985300e-01,-3.563576836819208338e-01,1.000333175420714121e-01,-1.235924974173080448e-01,-1.425612344966663836e-01,3.472269417349807355e-06,-1.800593094476125346e-03,9.458647649600146826e-03,2.295165967378780092e+00,-6.451526817755075423e-03,-5.183985252460421821e-03,-3.493696779350596859e-01
4.500000000000000000e+00,3.722494603463519791e-01,-3.736346217396808722e-01,1.000334361985860676e-01,-1.322588945744581357e-01,-1.339742122939971136e-01,-1.480954655408053710e-06,-1.683482244366004462e-03,1.011100060342188904e-02,2.251496575885663542e+00,-2.677435236450266196e-03,-3.559065814017079365e-04,-3.493591841777403673e-01
4.750000000000000000e+00,3.551711441993934404e-01,-3.897811862786090820e-01,1.000329525868780128e-01,-1.406027217135392970e-01,-1.246073232274769876e-01,-5.854301539938186163e-06,-1.458688011856258465e-03,1.002024398099582783e-02,2.207829637345747553e+00,1.513163440463510812e-03,3.719014209468441811e-03,-3.493489473633116238e-01
5.000000000000000000e+00,3.371064546403300111e-01,-4.047422556664954096e-01,1.000320506357613576e-01,-1.479852960251043237e-01,-1.151211843663917100e-01,-8.071156706140020668e-06,-1.181952946492632319e-03,9.284319270675796959e-03,2.164164191377743851e+00,5.314160873537292912e-03,6.296545422870431993e-03,-3.493420239886941281e-01
5.250000000000000000e+00,3.182034821668642266e-01,-4.185443376383412573e-01,1.000310383206771681e-01,-1.540196200199671350e-01,-1.061415560090471083e-01,-7.750062004948535816e-06,-9.203492556744209728e-04,8.099057524285661544e-03,2.120498953013202570e+00,8.070987265844578942e-03,7.154592166350471141e-03,-3.493390558640770971e-01
5.500000000000000000e+00,2.986402837702379909e-01,-4.312837024757332216e-01,1.000301935619921923e-01,-1.586026599949600935e-01,-9.814789865834414040e-02,-5.636373360969517165e-06,-7.311055317730537741e-04,6.704351637595153644e-03,2.076833015991383480e+00,9.372410511061237889e-03,6.495013999922860659e-03,-3.493388755077296293e-01
5.750000000000000000e+00,2.785911665070353038e-01,-4.431028350997531229e-01,1.000296632264039004e-01,-1.618787828762498493e-01,-9.139866965156960565e-02,-2.939065086519006450e-06,-6.484815606963861443e-04,5.339439270556741585e-03,2.033166105761548881e+00,9.074280219732061212e-03,4.767886353551673874e-03,-3.493399051525905574e-01
6.000000000000000000e+00,2.582005037033147654e-01,-4.541603233934525807e-01,1.000294510309645141e-01,-1.641620858650870429e-01,-8.589982012665331457e-02,-6.568826851714394573e-07,-6.805884176226637558e-04,4.211849626235407429e-03,1.989498391157182633e+00,7.279577918797536067e-03,2.504560336492040688e-03,-3.493412406089112521e-01
6.250000000000000000e+00,2.375674057468099287e-01,-4.645995407470976390e-01,1.000294701156947685e-01,-1.658448241532770040e-01,-8.141499730748541497e-02,7.660378338633071732e-07,-8.136346371364174468e-04,3.477104798389930949e-03,1.945830132758679332e+00,4.310829663134767113e-03,2.068065892174277497e-04,-3.493429187753214760e-01
6.500000000000000000e+00,2.167416518439844175e-01,-4.745210758224149838e-01,1.000296145522985153e-01,-1.673110269525839855e-01,-7.751337654568182800e-02,1.423206116825444979e-06,-1.019471462239636850e-03,3.223250052460460875e-03,1.902161434374251670e+00,6.915757319509763289e-04,-1.709336754153072124e-03,-3.493454856060511649e-01
