time_total,x,y,z,vx,vy,vz,roll,pitch,yaw,roll_rate,pitch_rate,yaw_rate
0e-02,9.989826129224145534e-02,4.448485268790437763e-02,-1.671028124388652947e-01,3.510596544573054345e-04,-7.216816822510612600e-04,1.021715518070450378e-02,1.592907681244325746e-01,1.653412741170803488e-02,-4.166497158617330637e-02,3.494739643992174627e-01
2.500000000000000000e-01,-4.964179945464682331e-01,-3.908337137247352294e-02,9.993569161346391172e-02,5.352214974993139973e-02,-1.644353241162632429e-01,2.589759868120767076e-04,8.957891233214291572e-04,4.735049214223795676e-03,2.029788720772278121e-01,2.168272861311934877e-02,-3.882095467274629397e-02,3.493623858031935092e-01
5.000000000000000000e-01,-4.894725243526070746e-01,-5.962413998577741764e-02,9.996395688549354619e-02,5.660678833249807584e-02,-1.646699453005319447e-01,1.979329051032874861e-04,2.190832094373713033e-03,-3.076869363071833374e-05,2.466490723598420143e-01,1.446815926071965200e-02,-3.058739236792494889e-02,3.493193656718756590e-01
7.500000000000000000e-01,-4.824551977010078097e-01,-8.034780194579059509e-02,9.998529281506664257e-02,5.509474316058087656e-02,-1.670798095545975859e-01,1.460846615966829212e-04,2.467971622672913458e-03,-3.341581336338349251e-03,2.903133806170942188e-01,4.263598138466631778e-03,-1.938921496433562708e-02,3.493174328902304837e-01
1.000000000000000000e+00,-4.758288613713245185e-01,-1.014404285464789168e-01,1.000005425487419664e-01,5.076277500955726774e-02,-1.703308674819150603e-01,1.007945330301755239e-04,1.999297901249840956e-03,-4.868319120469912983e-03,3.339808025451495022e-01,-3.043730835438134170e-03,-6.440344052860800562e-03,3.493287950344760584e-01
1.250000000000000000e+00,-4.698191375988357565e-01,-1.229343428947292649e-01,1.000107461073188736e-01,4.559665160116033872e-02,-1.733772101806444477e-01,6.557395873039466500e-05,1.440015771477531816e-03,-4.584740228757371895e-03,3.776504993820141154e-01,-6.357411492361798346e-03,7.064271889511698245e-03,3.493426964780187438e-01
1.500000000000000000e+00,-4.643988763623831395e-01,-1.447638907097197336e-01,1.000173368543891272e-01,4.161985733983786240e-02,-1.756654039431457814e-01,4.279052030706502648e-05,1.293315057524400784e-03,-2.678831231714018206e-03,4.213201784645140835e-01,-7.579528853589260345e-03,1.931267924837786615e-02,3.493628107230821733e-01
1.750000000000000000e+00,-4.592988160487789795e-01,-1.668136901883213452e-01,1.000218948388530704e-01,4.063993731508792201e-02,-1.768874774984064702e-01,3.236487525623600196e-05,1.668798285474160569e-03,4.982487201491846065e-04,4.649920068450105748e-01,-8.963187732105895936e-03,2.814853361907584256e-02,3.493918191450519628e-01
2.000000000000000000e+00,-4.540547504705985116e-01,-1.889281532075541559e-01,1.000257752692469276e-01,4.393432966103302112e-02,-1.766706929383254354e-01,3.075537331668949128e-05,2.337027089281696387e-03,4.464473858211737839e-03,5.086696732784129482e-01,-1.137040783788780679e-02,3.186144618337800188e-02,3.494223058380595548e-01
2.250000000000000000e+00,-4.480917824481829292e-01,-2.108936815430656198e-01,1.000296765737683780e-01,5.199111477639469653e-02,-1.744699230307385773e-01,3.142483212833694874e-05,2.938227073826917522e-03,8.648462731444985299e-03,5.523527099814607988e-01,-1.401641346191749744e-02,2.987470344273989928e-02,3.494408205530651346e-01
