time_total,x,y,z,vx,vy,vz,roll,pitch,yaw,roll_rate,pitch_rate,yaw_rate
-01,9.990130183966171307e-02,1.599510014215071718e-01,-7.722700615272549973e-02,3.568607252708240517e-04,2.289449086894855285e-03,9.662831720701967053e-03,-1.834986449702550093e+00,-3.180461007654949990e-02,2.279868986384644622e-02,-3.700471877907355878e-01
2.500000000000000000e-01,8.290669493339665463e-02,4.606386473389965097e-01,9.993849017007271074e-02,1.548726391011737702e-01,-8.496919386035829691e-02,2.523467356345750374e-04,2.370443727671383671e-04,4.409779540519647226e-03,-1.881249639693478359e+00,-3.828510002336328599e-02,2.930638092441249440e-02,-3.699449982344730770e-01
5.000000000000000000e-01,1.021603155735046481e-01,4.498356097715514035e-01,9.996595745680922351e-02,1.538887304559458380e-01,-8.681873157487757231e-02,1.936570583090222895e-04,-1.298552705625099927e-03,-1.279036965337407988e-03,-1.927492331685804139e+00,-3.865221391728813211e-02,2.262671642295429816e-02,-3.699016421755925155e-01
7.500000000000000000e-01,1.215284380427438110e-01,4.391797946323133806e-01,9.998728504420067997e-02,1.563980632833408546e-01,-8.290588633108478267e-02,1.499324659989194927e-04,-1.655460890063884883e-03,-6.266409785786491125e-03,-1.973728340303588125e+00,-3.257522544424709676e-02,1.267416678264266308e-02,-3.698921469505260795e-01
1.000000000000000000e+00,1.413693912816232079e-01,4.293326270515095966e-01,1.000033326900508085e-01,1.611833705632794156e-01,-7.428635380473411209e-02,1.082800672777378377e-04,-1.255969673283207407e-03,-9.769638431409110452e-03,-2.019967880440610042e+00,-2.071611060691081266e-02,5.488995299945018461e-03,-3.698859291440998454e-01
1.250000000000000000e+00,1.619019886701833222e-01,4.207689805153033702e-01,1.000142425018953340e-01,1.673032204255114064e-01,-6.283282546987427331e-02,6.818465911264736474e-05,-9.145286419039148516e-04,-1.138443444155618628e-02,-2.066206609955909101e+00,-4.875692392366974028e-03,1.827080337874631292e-03,-3.698767857850950302e-01
1.500000000000000000e+00,1.832555830380019346e-01,4.136897839788870601e-01,1.000204965869356116e-01,1.742214505118558909e-01,-5.098210791859419250e-02,3.464200139162268882e-05,-1.222427453026280223e-03,-1.098292076081387389e-02,-2.112437823515276758e+00,1.227559223350753285e-02,-8.907785595899709880e-04,-3.698823751429253792e-01
1.750000000000000000e+00,2.054999898406205117e-01,4.079755013610533720e-01,1.000233302525221080e-01,1.814421437053893027e-01,-4.134591583479900467e-02,1.394833063500965045e-05,-2.281151037462449734e-03,-8.611935069217013447e-03,-2.158664905276215240e+00,2.777296390954337932e-02,-5.552817785349074657e-03,-3.699229596582346291e-01
2.000000000000000000e+00,2.286221138593444169e-01,4.031934298506196779e-01,1.000246113738081782e-01,1.880948489619023445e-01,-3.625669943082209662e-02,9.376065208838579455e-06,-3.777830705128382583e-03,-4.465448179154877899e-03,-2.204900083693557278e+00,3.898295587741940071e-02,-1.316751819042867935e-02,-3.700011940745151495e-01
2.250000000000000000e+00,2.524666520478817122e-01,3.986605759816451711e-01,1.000262674864047657e-01,1.928014787078337899e-01,-3.734810113710194945e-02,1.861076078033480015e-05,-5.234083012836879614e-03,1.074585714565214588e-03,-2.251153645839634621e+00,4.407800776145998078e-02,-2.230449894584272605e-02,-3.700964899132808683e-01
2.500000000000000000e+00,2.766845372220815280e-01,3.935517770132411219e-01,1.000295690302237944e-01,1.939156652869943320e-01,-4.525885715224698541e-02,3.380875869522556018e-05,-6.244962864352246630e-03,7.389563687898384990e-03,-2.297425023484936268e+00,4.229720344034722940e-02,-2.992054756242777322e-02,-3.701739831158433192e-01
2.750000000000000000e+00,3.007295903762529088e-01,3.870336389146691314e-01,1.000345417067337594e-01,1.900141266084981462e-01,-5.951599394981200997e-02,4.350887206511415639e-05,-6.604275386675573234e-03,1.363519441320553902e-02,-2.343702595400134925e+00,3.402545092932748871e-02,-3.280653089838265341e-02,-3.702008961464913206e-01
3.000000000000000000e+00,3.239210618621967130e-01,3.784002935044097904e-01,1.000397701220858832e-01,1.804201065486382705e-01,-7.861618447811086208e-02,3.708679465611497590e-05,-6.308724263480891548e-03,1.884569488152169209e-02,-2.389970798664150298e+00,2.073124324561487208e-02,-2.889899442227028201e-02,-3.701625385953655201e-01
3.250000000000000000e+00,3.455622102148260821e-01,3.671867789409303251e-01,1.000429290723691411e-01,1.655539924459751566e-01,-1.002915185807332910e-01,1.148891734943634517e-05,-5.492400773668144887e-03,2.211597425694502086e-02,-2.436218616873771836e+00,4.764089025034836181e-03,-1.801001276729612827e-02,-3.700710558543761630e-01
3.500000000000000000e+00,3.650845171661424859e-01,3.532394477125830878e-01,1.000420770785974967e-01,1.469914215293214310e-01,-1.219171931112538604e-01,-2.427356236357341583e-05,-4.351339380421540698e-03,2.280886587031231982e-02,-2.482444475363835945e+00,-1.101058607019969257e-02,-1.881173419904323641e-03,-3.699613233647676136e-01
3.750000000000000000e+00,3.821788713674062476e-01,3.367298711406838119e-01,1.000370488590247992e-01,1.272121600592754087e-01,-1.409918624883521321e-01,-5.239793153355301272e-05,-3.092689001519649018e-03,2.072234102369245948e-02,-2.528655901493435554e+00,-2.373157646070511370e-02,1.629860418125959540e-02,-3.698737061909751489e-01
4.000000000000000000e+00,3.968787515308930258e-01,3.181088489124627716e-01,1.000299018397046158e-01,1.091080634259873755e-01,-1.555999096513224766e-01,-5.718551996840473388e-05,-1.911848362986709330e-03,1.616501898049715544e-02,-2.574864878745493968e+00,-3.113621310769866188e-02,3.268617128930188104e-02,-3.698324703329602947e-01
4.250000000000000000e+00,4.095727503965089222e-01,2.980091338321516625e-01,1.000238877554918970e-01,9.537138556443784665e-02,-1.647579079125808255e-01,-3.612550679368187374e-05,-9.829573065377951620e-04,9.917224029923185982e-03,-2.621081318986330455e+00,-3.207957366496554802e-02,4.367297374743907973e-02,-3.698339888748334858e-01
