time_total,x,y,z,vx,vy,vz,roll,pitch,yaw,roll_rate,pitch_rate,yaw_rate
-01,9.990004369628747993e-02,1.856801796717102160e-01,-7.954934996450986617e-02,4.039269152602984673e-04,-3.923066636579860232e-03,1.048565624719505554e-02,-2.271632451769341809e+00,1.743396538666685050e-02,9.357643721833291614e-03,-3.931952688417580388e-01
2.500000000000000000e-01,3.043363265885160596e-01,4.328460833637601257e-01,9.994218540948048013e-02,1.804958506377832839e-01,-9.299110981922562025e-02,2.807398362079836177e-04,-6.387592723691258925e-03,1.088321178773522455e-02,-2.320799593747893130e+00,1.212245367177835001e-02,1.331316531042669310e-02,-3.930650613804286819e-01
5.000000000000000000e-01,3.266320985979543345e-01,4.202617889140067287e-01,9.997106192940004299e-02,1.765233399741113485e-01,-1.079980108966458879e-01,1.886393319265680668e-04,-7.889566920184125712e-03,1.054147328039507954e-02,-2.369943006223616866e+00,6.768179285835307282e-04,7.154209148469357384e-03,-3.929821538331274566e-01
7.500000000000000000e-01,3.484667425394679663e-01,4.057862447313629328e-01,9.999004736527296322e-02,1.729177128044764311e-01,-1.229565637546930768e-01,1.215730033226478850e-04,-7.696074972211835140e-03,9.808260671030953962e-03,-2.419061475613056622e+00,-9.987311736593371819e-03,1.017997313965324961e-04,-3.929523884577735271e-01
1.000000000000000000e+00,3.698183915860737692e-01,3.895333113430251570e-01,1.000022730825134848e-01,1.686923750582751125e-01,-1.362739477371513186e-01,7.931090532435332383e-05,-6.284401228626098311e-03,8.928569955868492780e-03,-2.468167603455363235e+00,-1.509590722719527690e-02,-2.887843019064975907e-03,-3.929606169166533491e-01
1.250000000000000000e+00,3.905777869147933901e-01,3.717720200952489007e-01,1.000105305941326739e-01,1.634727810821490490e-01,-1.471164315269353762e-01,5.593066979411919024e-05,-4.610109691003751869e-03,8.062037730393541851e-03,-2.517274910548114697e+00,-1.369198334688942822e-02,-1.819482550946781556e-03,-3.929838915839604097e-01
1.500000000000000000e+00,4.106314583171275512e-01,3.528127789250950497e-01,1.000165762000820857e-01,1.574962139919438009e-01,-1.556111448639610761e-01,4.224907581370720169e-05,-3.440530330616440712e-03,7.348458305875936979e-03,-2.566390306460202719e+00,-7.919551102298189385e-03,4.896683210836270950e-04,-3.930051424565215168e-01
1.750000000000000000e+00,4.299124341832438745e-01,3.329013729358087925e-01,1.000212116981228083e-01,1.511787770488102201e-01,-1.625688646734149978e-01,3.271862998000920676e-05,-3.047688226243757455e-03,6.948130695593053921e-03,-2.615514105517813714e+00,-1.101708293464307396e-03,1.167421089442486921e-03,-3.930192507126410995e-01
2.000000000000000000e+00,4.483921984062022581e-01,3.121645257125853501e-01,1.000248246016263859e-01,1.446715519392155480e-01,-1.689938509713760639e-01,2.568864811454559153e-05,-3.261883449025142299e-03,7.020651185737061296e-03,-2.664643683200694557e+00,4.045662828873163031e-03,-9.622369615416889298e-04,-3.930296539600941497e-01
2.250000000000000000e+00,4.660323872410080392e-01,2.906151435945348305e-01,1.000276885680171784e-01,1.376775993432966250e-01,-1.756548710495689225e-01,2.057057855815244091e-05,-3.713417517831641822e-03,7.657307303102748978e-03,-2.713776381473107069e+00,6.293478948379377554e-03,-5.115187849774098516e-03,-3.930407249802730929e-01
2.500000000000000000e+00,4.827338884895388538e-01,2.681981471393780070e-01,1.000299997029309440e-01,1.295733408665435960e-01,-1.828703400404967094e-01,1.667908998678302690e-05,-4.070796667865244668e-03,8.814047970925362879e-03,-2.762910162089446953e+00,5.827597784167201124e-03,-9.357072721428100551e-03,-3.930527423840530776e-01
2.750000000000000000e+00,4.983145750683248276e-01,2.448482177762667245e-01,1.000318611146902292e-01,1.197108507830492302e-01,-1.905167973859378250e-01,1.321456996415613736e-05,-4.164964761220179938e-03,1.028992580529413357e-02,-2.812043264906820994e+00,3.640929882782538256e-03,-1.173734578496337354e-02,-3.930619036915012354e-01
3.000000000000000000e+00,5.125269078525790389e-01,2.205362704684114827e-01,1.000332659014536302e-01,1.077254605072456711e-01,-1.981788441904561993e-01,9.229430988666856609e-06,-3.989859752907913212e-03,1.176839476153308285e-02,-2.861174241285488584e+00,8.766870607395359227e-04,-1.113866613851059034e-02,-3.930635152877773320e-01
3.250000000000000000e+00,5.251067115822175557e-01,1.952936242850528692e-01,1.000340964138830974e-01,9.371559550724754828e-02,-2.053393816279143191e-01,4.013406113083646222e-06,-3.632712600816586767e-03,1.290602193506343483e-02,-2.910302323350490550e+00,-1.582942769360412127e-03,-7.583354021656059374e-03,-3.930554168466180998e-01
3.500000000000000000e+00,5.358330521716648809e-01,1.692138999293643364e-01,1.000342064346303600e-01,7.824532522822381930e-02,-2.115384899460133195e-01,-2.096688228954819419e-06,-3.197886888308484107e-03,1.343280352209287598e-02,-2.959427531951525747e+00,-3.238650916690719896e-03,-2.053028783909057169e-03,-3.930395780087349022e-01
3.750000000000000000e+00,5.445781117972977592e-01,1.424388638313443534e-01,1.000335760670235802e-01,6.219591876955672671e-02,-2.164716342580416397e-01,-7.527458180246800681e-06,-2.762729417579054894e-03,1.322720094047360670e-02,-3.008550456968869913e+00,-3.918633967694310459e-03,3.964170930767433980e-03,-3.930211480259654944e-01
4.000000000000000000e+00,5.513324131467672862e-01,1.151359664854763598e-01,1.000324142378021947e-01,4.653579670254130024e-02,-2.200279414151028179e-01,-1.042957770403241475e-05,-2.370485979556634024e-03,1.234306399560094331e-02,-3.057672011103369059e+00,-3.680220442538191528e-03,8.976423539171479032e-03,-3.930057274195047357e-01
4.250000000000000000e+00,5.562002945289699074e-01,8.747431130054698911e-02,1.000311048924963364e-01,3.208699601972736515e-02,-2.222808809510059824e-01,-9.997771607270825487e-06,-2.044011913646453290e-03,1.098511540874209588e-02,-3.106793245906015244e+00,-2.738618832013011827e-03,1.189109047525057153e-02,-3.929967188708762826e-01
