time_total,x,y,z,vx,vy,vz,roll,pitch,yaw,roll_rate,pitch_rate,yaw_rate
e-01,9.990676409173436523e-02,2.063038657384664437e-02,1.324607892454269520e-01,3.704518883121168927e-04,-1.745527417850322024e-03,1.627765548688331083e-03,-4.340346132118348965e-01,-1.792229922993971228e-02,-8.174910856943102058e-03,-2.620189739559098396e-01
2.500000000000000000e-01,-4.854368178798723066e-01,1.912792586531787409e-01,9.994561572984900222e-02,2.269638087134006471e-02,1.341213738580707138e-01,2.615134439562175474e-04,-3.541925969263319800e-03,-3.212525799568889434e-04,-4.667851416685533938e-01,-1.912098626883709795e-02,-7.185988094442128521e-03,-2.619792304456051713e-01
5.000000000000000000e-01,-4.825209735764938168e-01,2.083049028430812299e-01,9.997302131265009550e-02,2.379134745747724794e-02,1.385258758202844720e-01,1.833390853534992801e-04,-4.850572919645218528e-03,-1.847685110429680543e-03,-4.995306999426861183e-01,-1.002290798415228675e-02,-4.529623478897702726e-03,-2.619773719049302008e-01
7.500000000000000000e-01,-4.795062936621868332e-01,2.259951325903371000e-01,9.999194963993850160e-02,2.439480279753919109e-02,1.444261825261283494e-01,1.243651009310916969e-04,-5.143991107448684166e-03,-2.335401131343689367e-03,-5.322785628978227157e-01,1.600112886135707669e-03,1.765567995788567873e-04,-2.620000700338479538e-01
1.000000000000000000e+00,-4.764096618442281716e-01,2.444259278182228101e-01,1.000046278229941021e-01,2.523542834635563240e-02,1.501082930482131594e-01,8.276373361150889585e-05,-4.668137608884298170e-03,-1.547187951030423465e-03,-5.650315700420462939e-01,1.052912370313851924e-02,6.542514953352769266e-03,-2.620325178244554132e-01
1.250000000000000000e+00,-4.731434017730208885e-01,2.634748498371551340e-01,1.000131849221913422e-01,2.723101506667567270e-02,1.541880427135686182e-01,5.743708237531055139e-05,-3.973035277071153976e-03,4.131832348133798586e-04,-5.977882252729517232e-01,1.519147262991670140e-02,1.321459147374349358e-02,-2.620649444498237002e-01
1.500000000000000000e+00,-4.695021981008796752e-01,2.828846201973150287e-01,1.000194112153837411e-01,3.130645144442268518e-02,1.558777273872628544e-01,4.416320317820390665e-05,-3.489435741182549729e-03,3.210413941485891487e-03,-6.305473720897010192e-01,1.648065287034310156e-02,1.830872351318321017e-02,-2.620914676836400004e-01
1.750000000000000000e+00,-4.651786021364867629e-01,3.023333841940480382e-01,1.000244440525187850e-01,3.813498453878628319e-02,1.548817689862510838e-01,3.715530378987637154e-05,-3.341145084771847320e-03,6.390620940963824721e-03,-6.633092976531472784e-01,1.590277180699739557e-02,2.016986001279956475e-02,-2.621065373312649882e-01
2.000000000000000000e+00,-4.598103763699580293e-01,3.214827568953099179e-01,1.000287066472772962e-01,4.790528379192276337e-02,1.511913731134766903e-01,3.102378134484819449e-05,-3.390801547195596705e-03,9.467486557275715808e-03,-6.960731321470903232e-01,1.431787565917867766e-02,1.803213847383805871e-02,-2.621052289603414409e-01
2.250000000000000000e+00,-4.530497588952581700e-01,3.400047208446745350e-01,1.000320532764081005e-01,6.021246208779214293e-02,1.449676973389735779e-01,2.222411647879554120e-05,-3.403852380268277984e-03,1.198507947990406185e-02,-7.288353720565963201e-01,1.171039126428380026e-02,1.228346728399845947e-02,-2.620869181134076742e-01
2.500000000000000000e+00,-4.446355445678373819e-01,3.576024454790323603e-01,1.000340812971930726e-01,7.411812246436821905e-02,1.365518512879859703e-01,1.022165611165342540e-05,-3.203944225079548118e-03,1.357292762942814875e-02,-7.615917936353517881e-01,7.702227368050138835e-03,4.280779551975470720e-03,-2.620574395085011332e-01
2.750000000000000000e+00,-4.344476280659011480e-01,3.740368242074824656e-01,1.000345257231877588e-01,8.835736317489550906e-02,1.265272664166283423e-01,-2.484991697702283680e-06,-2.747202314679794179e-03,1.400064451356925962e-02,-7.943406017416778653e-01,2.227898676126478881e-03,-4.135349666206766805e-03,-2.620268155753366912e-01
3.000000000000000000e+00,-4.225298723838849524e-01,3.891585508452898856e-01,1.000335497010889779e-01,1.016219072914033711e-01,1.157327803561224028e-01,-1.196793791872085290e-05,-2.110030970886087390e-03,1.322375996419747519e-02,-8.270836482959137426e-01,-4.094822948970950997e-03,-1.119700182983862646e-02,-2.620041826398533669e-01
3.250000000000000000e+00,-4.090773478121275675e-01,4.029351622900826380e-01,1.000317681970658013e-01,1.128336770418877921e-01,1.051687383069422888e-01,-1.528701880038979433e-05,-1.427721079496826508e-03,1.140307089638663805e-02,-8.598249085788729484e-01,-1.005398020889679972e-02,-1.564223656770796778e-02,-2.619936745241694398e-01
3.500000000000000000e+00,-3.943939084232722103e-01,4.154597383372523600e-01,1.000299955113303912e-01,1.213394215874783744e-01,9.580788344004574630e-02,-1.227496543031486625e-05,-8.290540663858295264e-04,8.883084789948881774e-03,-8.925679066175218335e-01,-1.426474829871416175e-02,-1.692870717404000580e-02,-2.619936694443281699e-01
