time_total,x,y,z,vx,vy,vz,roll,pitch,yaw,roll_rate,pitch_rate,yaw_rate
-01,9.990261436383791882e-02,1.649427002674907772e-01,-7.180858292646678798e-02,3.657817852515494669e-04,-8.621876215596268375e-04,1.217091325797923368e-02,-2.033072785254625092e+00,-1.606797105457123676e-02,2.320654186055662663e-02,-3.700231344979872938e-01
2.500000000000000000e-01,1.853703017845656498e-01,4.671290289565320220e-01,9.994012724512860157e-02,1.599101848034800433e-01,-8.372468087240515777e-02,2.487517648299567095e-04,-2.810398432166566832e-03,8.129178507546186427e-03,-2.079333814597099650e+00,-2.590462149035867995e-02,3.135742400536824931e-02,-3.698539352817981629e-01
5.000000000000000000e-01,2.052592077439266416e-01,4.561070871189518150e-01,9.996647877175049435e-02,1.590387616489401801e-01,-9.160626027539292560e-02,1.810348734254388554e-04,-4.107487040976832114e-03,3.067235425264715990e-03,-2.125567549640801079e+00,-3.241028070733534272e-02,2.649181096516027220e-02,-3.697780538909782866e-01
7.500000000000000000e-01,2.252918136881862099e-01,4.444062632948485581e-01,9.998616754029980569e-02,1.619304527079133416e-01,-9.468041145903115241e-02,1.380263620267337013e-04,-4.156517856188973216e-03,-1.925179477612704113e-03,-2.171789404807542567e+00,-3.299241657263074501e-02,1.814409267199269468e-02,-3.697717805886376885e-01
1.000000000000000000e+00,2.458743683898092780e-01,4.326329671736524607e-01,1.000012456173645231e-01,1.675856876875276569e-01,-9.301681046364992933e-02,1.052698101335769877e-04,-3.438601424867205551e-03,-6.073016869301960802e-03,-2.218015191410487308e+00,-2.673840006095906316e-02,1.204106486203051357e-02,-3.697926706408840025e-01
1.250000000000000000e+00,2.672990376252839528e-01,4.213218288705265491e-01,1.000124842507576911e-01,1.752467443531757485e-01,-8.765983713157540769e-02,7.579104955961736231e-05,-2.816221845620568189e-03,-8.925474973680619720e-03,-2.264245335858559027e+00,-1.491225132124848057e-02,8.860489713411976234e-03,-3.698144023675720149e-01
1.500000000000000000e+00,2.897878747745313843e-01,4.108214430964250985e-01,1.000201474582203265e-01,1.845046068348292767e-01,-8.046258513008272550e-02,4.822570447159542476e-05,-2.920460368399510707e-03,-1.025719730959243244e-02,-2.310472481728207850e+00,-4.031251315432289465e-04,6.209257138153722981e-03,-3.698385758619940900e-01
1.750000000000000000e+00,3.135162609030672787e-01,4.012182747150284112e-01,1.000246431019814336e-01,1.949485621705026317e-01,-7.367001952970611556e-02,2.563808503057889908e-05,-3.888377166875029572e-03,-9.981874317222309140e-03,-2.356694902567550098e+00,1.341502572819548364e-02,1.517528394848438210e-03,-3.698817489452058127e-01
2.000000000000000000e+00,3.385865866332447571e-01,3.923207490757824600e-01,1.000268450987887442e-01,2.057881791255068427e-01,-6.940600128393299706e-02,1.168959779076752079e-05,-5.439632382430222707e-03,-8.135938811933184425e-03,-2.402920333383825824e+00,2.378804692516977085e-02,-6.004547932830703143e-03,-3.699547804955818919e-01
2.250000000000000000e+00,3.649702484167501315e-01,3.837042061426611528e-01,1.000279383393868071e-01,2.157453030942176608e-01,-6.923527214837139898e-02,7.481223538885329094e-06,-7.122404843814789457e-03,-4.914768397170638306e-03,-2.449159569653686752e+00,2.922569778122607528e-02,-1.502819813190433770e-02,-3.700509358969961138e-01
