time_total,x,y,z,vx,vy,vz,roll,pitch,yaw,roll_rate,pitch_rate,yaw_rate
e-01,9.990048025770256745e-02,1.625099971576026425e-01,7.398096608064667901e-02,3.800191457068250183e-04,5.337256580115882706e-03,4.992205713014079629e-03,-7.827760056248826981e-01,-2.000757577428047967e-02,4.893988927172088395e-03,-3.699965795659917456e-01
2.500000000000000000e-01,-3.301507177210952770e-01,2.754411104532339949e-01,9.993995431246058270e-02,1.615940603121675256e-01,6.611999374493575388e-02,2.642627586737457597e-04,2.777973751172578987e-03,3.645329376263127964e-03,-8.290339508746487063e-01,-2.162040508779259490e-02,7.405875199301947473e-03,-3.699546610844071659e-01
5.000000000000000000e-01,-3.099667052225613117e-01,2.833773667396686236e-01,9.996779887065559977e-02,1.614439203399912759e-01,6.148639728831968576e-02,1.883745667082541587e-04,8.803294626329422707e-04,2.303409856907203367e-03,-8.752819447079080994e-01,-1.398594885438361225e-02,6.831618345233127047e-04,-3.699253190965806071e-01
7.500000000000000000e-01,-2.897903026926907377e-01,2.908877461313039703e-01,9.998763899743423611e-02,1.612888482775706456e-01,5.900186012216848686e-02,1.337011616571431155e-04,5.058607647749584343e-04,1.152022407114583306e-03,-9.215225461980673938e-01,-4.792630856072832395e-03,-6.848343783431298792e-03,-3.699142903244407865e-01
1.000000000000000000e+00,-2.696911782351899545e-01,2.981523966120603886e-01,1.000016639169745980e-01,1.601023153619917094e-01,5.733328943056677923e-02,9.428654534731114440e-05,1.303327564077212414e-03,3.578048750894957989e-04,-9.677610512802384823e-01,9.666959023300463480e-04,-9.960326807271753166e-03,-3.699108628947643251e-01
1.250000000000000000e+00,-2.498365328149885767e-01,3.052125795522686036e-01,1.000115493167827302e-01,1.574129170226803431e-01,5.565390454868914677e-02,6.632787526418929566e-05,2.399227925998657831e-03,-9.006592521103503615e-05,-1.013999672479968028e+00,1.862351999439375164e-03,-8.010739803027026179e-03,-3.699093631898310863e-01
1.500000000000000000e+00,-2.304046548777565206e-01,3.120529312787211351e-01,1.000184420917746841e-01,1.534692335253116935e-01,5.385660346032429546e-02,4.561171564856169284e-05,3.054383310077178702e-03,-3.908551744411016570e-04,-1.060238467874756729e+00,-1.002330902165365911e-03,-3.419546645212261093e-03,-3.699093988806615996e-01
1.750000000000000000e+00,-2.115113390316778752e-01,3.186830871369714657e-01,1.000231007875486550e-01,1.489382401857720917e-01,5.238279025635055736e-02,3.031971532028811920e-05,2.982414964833307505e-03,-8.209124944270178043e-04,-1.106477171067003606e+00,-5.531486083352328033e-03,8.627169753365435427e-04,-3.699110956014554086e-01
2.000000000000000000e+00,-1.931848822027198986e-01,3.251862180711877492e-01,1.000261906210794943e-01,1.444919702679305917e-01,5.190568194483504566e-02,2.030195670779217523e-05,2.312839029248520833e-03,-1.584756386526563025e-03,-1.152715390517849547e+00,-9.749187904556035414e-03,3.198574784190824291e-03,-3.699132545998037314e-01
2.250000000000000000e+00,-1.753840473825503676e-01,3.317283144799566541e-01,1.000283297643981828e-01,1.405586598267787313e-01,5.303706764494529879e-02,1.470133523835544074e-05,1.361917359382599016e-03,-2.708293312190997084e-03,-1.198952581737960488e+00,-1.223836852959943669e-02,3.709849467189811883e-03,-3.699137927596435338e-01
2.500000000000000000e+00,-1.580311317111141867e-01,3.385361909200444996e-01,1.000299473047652071e-01,1.373185002405304667e-01,5.612020680665586597e-02,1.148777889815203293e-05,4.032433791525662919e-04,-4.011983475416121617e-03,-1.245188457700734386e+00,-1.213348498294884725e-02,3.591597511390477900e-03,-3.699110821801658289e-01
2.750000000000000000e+00,-1.410340109978818202e-01,3.458550292454092290e-01,1.000311957321142614e-01,1.348554197823963463e-01,6.110335998550314729e-02,8.475665275872684855e-06,-4.463233672292781710e-04,-5.158210790676260454e-03,-1.291423102529825284e+00,-9.008595777998305854e-03,4.042827595765044642e-03,-3.699057696543378015e-01
3.000000000000000000e+00,-1.242874118625933583e-01,3.538942372253381929e-01,1.000320069194965272e-01,1.333129972681402764e-01,6.747523859016213432e-02,4.453223528455574760e-06,-1.212411480899964642e-03,-5.742900926311178371e-03,-1.337656817934895548e+00,-2.865497706988789396e-03,5.499747450584549849e-03,-3.699021949674528020e-01
3.250000000000000000e+00,-1.076609674157446711e-01,3.627691160253157521e-01,1.000322680606171438e-01,1.329417129351288529e-01,7.426238153455087809e-02,-6.456247546857645116e-08,-1.976311650210410813e-03,-5.398603374115186829e-03,-1.383890492358160307e+00,5.773568314840194469e-03,7.479889505031317096e-03,-3.699077699197367841e-01
3.500000000000000000e+00,-9.099016616003516300e-02,3.724471396527460620e-01,1.000320448133449891e-01,1.340134483862414072e-01,8.010641420959835335e-02,-2.903045675814015364e-06,-2.786203481337682069e-03,-3.885108606861237442e-03,-1.430126333927806082e+00,1.579053405836915863e-02,8.950710418991356110e-03,-3.699293765191549732e-01
3.750000000000000000e+00,-7.408385356640759256e-02,3.827099544659484653e-01,1.000317173160372858e-01,1.366583989755019435e-01,8.343607728768773213e-02,-1.529321368490437713e-06,-3.612157107817796312e-03,-1.153385599029386034e-03,-1.476367687389816830e+00,2.554421113144316954e-02,8.915661427640912337e-03,-3.699681414298026660e-01
4.000000000000000000e+00,-5.675227593846176449e-02,3.931426353982813704e-01,1.000318937528687641e-01,1.407141643699813538e-01,8.272403514356069243e-02,4.889573615685476930e-06,-4.353417835485074404e-03,2.625590528791574459e-03,-1.522617217110554311e+00,3.314248662526817629e-02,6.901503235359341196e-03,-3.700160061386110755e-01
4.250000000000000000e+00,-3.884889001519762491e-02,4.031583393972225093e-01,1.000330902768068880e-01,1.456629970862326207e-01,7.678533341141420554e-02,1.404292889990947935e-05,-4.879365675960905396e-03,7.072302472734098323e-03,-1.568874470588756065e+00,3.686190763274072718e-02,3.160629877860357626e-03,-3.700572120169461909e-01
4.500000000000000000e+00,-2.031231578140965319e-02,4.120593716177203825e-01,1.000353433509333784e-01,1.506893200638819152e-01,6.505016282772915770e-02,2.091811100440665056e-05,-5.077178045330313187e-03,1.165141414045449408e-02,-1.615134795514902688e+00,3.559063606556540915e-02,-1.433945780839167034e-03,-3.700749558654790050e-01
4.750000000000000000e+00,-1.194026825771355100e-03,4.191267802198379022e-01,1.000380154473659855e-01,1.548406150292795103e-01,4.773988878174236644e-02,2.028740277518398778e-05,-4.885969508157820933e-03,1.575967494701270913e-02,-1.661390776133773617e+00,2.915446534776238580e-02,-5.703794287224337074e-03,-3.700599915391889483e-01
5.000000000000000000e+00,1.833805096617408675e-02,4.237227256411317255e-01,1.000399807126704649e-01,1.572399234085460618e-01,2.589432723974835482e-02,9.959664251322983546e-06,-4.309803769721027439e-03,1.883399532486127251e-02,-1.707635564100876469e+00,1.841851552345018239e-02,-8.546391842988998455e-03,-3.700162506153784614e-01
5.250000000000000000e+00,3.802235815490716958e-02,4.253855604351626241e-01,1.000401525446552309e-01,1.572859829792340181e-01,1.234157370259140888e-03,-7.308000942279088444e-06,-3.412335239101111153e-03,2.045695434723329709e-02,-1.753866189284913446e+00,5.122189904249970123e-03,-9.251962980787510962e-03,-3.699598506226545735e-01
5.500000000000000000e+00,5.754766965378800558e-02,4.238982635372486873e-01,1.000380724242748154e-01,1.547862725961405284e-01,-2.411548705318051697e-02,-2.477219802519789623e-05,-2.300394838760569122e-03,2.043446183852071912e-02,-1.800084982767272690e+00,-8.514756147391982360e-03,-7.671946315567901471e-03,-3.699115876451660179e-01
5.750000000000000000e+00,7.660753226746605526e-02,4.193165772934829283e-01,1.000341995080969854e-01,1.499920021668872672e-01,-4.797827161569304805e-02,-3.520692877804975046e-05,-1.103453946519443018e-03,1.882582173420030078e-02,-1.846298412561529600e+00,-2.030289838239378308e-02,-4.212427219509718920e-03,-3.698869920058645566e-01
6.000000000000000000e+00,9.495250048958753242e-02,4.119523688688914720e-01,1.000297111074458234e-01,1.435333151846882871e-01,-6.847618884716535903e-02,-3.476209222228776629e-05,4.653012228659454344e-05,1.591951512417239673e-02,-1.892514087279798529e+00,-2.855835500946681330e-02,3.206261538366258004e-04,-3.698895768601198064e-01
6.250000000000000000e+00,1.124290348586784449e-01,4.023177457752213915e-01,1.000259371142541293e-01,1.362789507130548472e-01,-8.429966453360455969e-02,-2.470877449518836826e-05,1.032485622493194231e-03,1.216405062664051642e-02,-1.938737573452564034e+00,-3.240596412651212260e-02,4.958378153230895251e-03,-3.699108041236645050e-01
6.500000000000000000e+00,1.289981135296855430e-01,3.910433926515375358e-01,1.000237727145982802e-01,1.291604661359295747e-01,-9.484902517469280536e-02,-1.018026131135529275e-05,1.765452603160832731e-03,8.075630956344869923e-03,-1.984970568681937220e+00,-3.184211528971021138e-02,8.807568177951426158e-03,-3.699360166361998492e-01
6.750000000000000000e+00,1.447319123786546813e-01,3.787883459711627876e-01,1.000233863512728777e-01,1.230034255211711613e-01,-1.002360334046388940e-01,2.906336621097112528e-06,2.192723474240834258e-03,4.148222878209565853e-03,-2.031211057069308268e+00,-2.757809579957578791e-02,1.122340158744747178e-02,-3.699522481818472430e-01
7.000000000000000000e+00,1.597916797208137063e-01,3.661574615804409349e-01,1.000243152892547616e-01,1.183981748356690844e-01,-1.011694258717624612e-01,1.064959735673556490e-05,2.300395136249829778e-03,7.862571791447903148e-04,-2.077454983401034738e+00,-2.075376355624066610e-02,1.188533272133647858e-02,-3.699535436701068547e-01
7.250000000000000000e+00,1.743929930744192724e-01,3.536382842435750185e-01,1.000258094440200918e-01,1.156266283804588402e-01,-9.876964209434553610e-02,1.227126130902875834e-05,2.110554709372924713e-03,-1.730909047859608514e-03,-2.123698360096020199e+00,-1.263383584697998566e-02,1.078414053536201622e-02,-3.699417890873747394e-01
7.500000000000000000e+00,1.887655864503254011e-01,3.415629767562529673e-01,1.000271959505875941e-01,1.146457674472372429e-01,-9.436142990869647584e-02,9.495267476511386540e-06,1.674197581516414981e-03,-3.255139838736374400e-03,-2.169938797763961702e+00,-4.374657603052906768e-03,8.155684481209178258e-03,-3.699239182476495857e-01
7.750000000000000000e+00,2.031142869677035334e-01,3.300954519498097706e-01,1.000281007650233867e-01,1.151182350232643620e-01,-8.928246875497897195e-02,5.086410569938909581e-06,1.061647533083182613e-03,-3.756298053250418760e-03,-2.216175990409275709e+00,3.099633751211099478e-03,4.403449467550324230e-03,-3.699078442844639381e-01
8.000000000000000000e+00,2.175861115664970424e-01,3.192401528675878897e-01,1.000284865284338659e-01,1.164770609965433690e-01,-8.472922241065714011e-02,1.493700265639476202e-06,3.523954897636498050e-04,-3.301916098571154069e-03,-2.262411263776835657e+00,9.120695684481422774e-03,4.124431141744650431e-05,-3.698991861473664433e-01
