time_total,x,y,z,vx,vy,vz,roll,pitch,yaw,roll_rate,pitch_rate,yaw_rate
-01,9.990054972806693134e-02,8.561987164788156801e-02,-1.674663883521151364e-01,3.857049883071762288e-04,-5.244705011565602322e-04,9.053952828891773455e-03,-2.743327703076771318e+00,1.286058435578037173e-02,1.560019385640906350e-02,-3.931186030440094181e-01
2.500000000000000000e-01,4.356564360227058175e-01,2.312013508640937687e-01,9.994061541110343949e-02,7.631315077746270159e-02,-1.721125072842829007e-01,2.674553302160116459e-04,-3.009911764676203964e-03,7.442613649159848972e-03,-2.792480752924995535e+00,1.240773940616558130e-02,2.071953897367804359e-02,-3.930112658478245868e-01
5.000000000000000000e-01,4.447467047485524350e-01,2.093058389936431340e-01,9.996855978416850641e-02,6.979331696232969617e-02,-1.781670227964308462e-01,1.868978106039663521e-04,-4.680134579355552972e-03,5.477829746351780757e-03,-2.841614200169848115e+00,2.467113869103002618e-03,1.688439286131643291e-02,-3.929586277883526102e-01
7.500000000000000000e-01,4.531766672347752878e-01,1.866275605743495103e-01,9.998797592528642364e-02,6.552597445019008038e-02,-1.843758393550931907e-01,1.289556630302462537e-04,-4.786982186970430847e-03,3.754972861489812731e-03,-2.890734065533826946e+00,-7.378387392437169706e-03,1.038997971518035301e-02,-3.929543058951061041e-01
1.000000000000000000e+00,4.611681173547836354e-01,1.632400089048917369e-01,1.000013616511186004e-01,6.258507620010456129e-02,-1.893792593484300291e-01,8.931662779095548860e-05,-3.783889858992653833e-03,2.562248676720621423e-03,-2.939851474048982283e+00,-1.126644600654752928e-02,5.188791473350810694e-03,-3.929744368015067879e-01
1.250000000000000000e+00,4.688365222422786749e-01,1.393409037843887088e-01,1.000107479049457126e-01,6.024605704787518168e-02,-1.926097425078308611e-01,6.350794116197813191e-05,-2.590728786589393054e-03,1.902205715856175247e-03,-2.988972195736374182e+00,-8.591038777388385062e-03,2.250916278778649412e-03,-3.929977032200398512e-01
1.500000000000000000e+00,4.762287330746873271e-01,1.151362171795617534e-01,1.000174782841173338e-01,5.811480869250466169e-02,-1.944389026521817221e-01,4.573942759310436037e-05,-1.931932999254367322e-03,1.641293702161673472e-03,-3.038096871898718021e+00,-2.360830850867531774e-03,6.491800694556972310e-04,-3.930137636520501521e-01
1.750000000000000000e+00,4.833558862741951789e-01,9.074517325495445874e-02,1.000223169586813288e-01,5.597166028342476923e-02,-1.957726758984791315e-01,3.280079103547677710e-05,-2.040598057360996833e-03,1.663529061113189775e-03,-3.087224385406178939e+00,3.595971246365613130e-03,-9.500563704161176046e-04,-3.930224091153320387e-01
2.000000000000000000e+00,4.902014452710643511e-01,6.616996232606213446e-02,1.000257895489578275e-01,5.356619723145351203e-02,-1.974926279782780458e-01,2.362228703824700388e-05,-2.723567529015828194e-03,1.943602292507060243e-03,-3.136353800377428502e+00,6.773939564319339177e-03,-3.290294600314905456e-03,-3.930284417187637214e-01
2.250000000000000000e+00,4.967091811008508828e-01,4.132666042998263400e-02,1.000372167804139817e-01,5.051328371650851135e-02,-2.000680790768983031e-01,2.985391638671602203e-05,-3.609866605627657602e-03,2.525223728266446331e-03,3.097303961868448585e+00,6.699123125553813410e-03,-6.265176735466370002e-03,-3.887450302499106947e-01
2.500000000000000000e+00,5.027676468855410974e-01,1.610558514168431571e-02,1.000378768300179966e-01,4.633183929944744567e-02,-2.034674579111804549e-01,-5.377597353270821856e-06,-4.379963696839751439e-03,3.455281853157549533e-03,3.048462720854323127e+00,4.385667791422088665e-03,-9.237341783965907424e-03,-3.919020307136672487e-01
2.750000000000000000e+00,5.082044461479380271e-01,-9.573116417012975804e-03,1.000370317787027952e-01,4.054976565266959349e-02,-2.072911366934165334e-01,-6.639643627135049977e-06,-4.886618564947335999e-03,4.712447819644612415e-03,2.999406570168496433e+00,1.391339689771765430e-03,-1.140528601974507769e-02,-3.927560769515346384e-01
3.000000000000000000e+00,5.127961921455204131e-01,-3.572824443312612452e-02,1.000363423438376947e-01,3.283776509858055137e-02,-2.110054110973050290e-01,-4.405949122900030662e-06,-5.139501807189332180e-03,6.186404177695915656e-03,2.950292389999713549e+00,-1.089549787147944034e-03,-1.222781482488561125e-02,-3.929927556051198700e-01
3.250000000000000000e+00,5.162924236333098493e-01,-6.231409461268677674e-02,1.000359186619675933e-01,2.309303093856392847e-02,-2.141343060265648857e-01,-2.595254154605063040e-06,-5.224986051357008963e-03,7.703385059137800653e-03,2.901162549647337219e+00,-2.538955755446749285e-03,-1.154214106721873460e-02,-3.930591485996405288e-01
3.500000000000000000e+00,5.184458629945838393e-01,-8.923485167353399639e-02,1.000356471077116366e-01,1.145938928971771548e-02,-2.163545374255622655e-01,-2.000284671916043811e-06,-5.227080120074055133e-03,9.075568272039475151e-03,2.852028933052590975e+00,-3.006133422408228863e-03,-9.528443697563728290e-03,-3.930731522829815638e-01
3.750000000000000000e+00,5.190415150345083495e-01,-1.163649550132635768e-01,1.000353614049345058e-01,-1.706669651384877312e-03,-2.175045152183319452e-01,-2.749340629107914518e-06,-5.187683208543996533e-03,1.014829284114839719e-02,2.802895434588763557e+00,-2.794058061171623194e-03,-6.587473705449723750e-03,-3.930669867540006468e-01
4.000000000000000000e+00,5.179191411460618566e-01,-1.435673045688592997e-01,1.000349161753750771e-01,-1.590315672589327420e-02,-2.175500265503186870e-01,-4.411870641451401402e-06,-5.109151709785989676e-03,1.082739940373337630e-02,2.753763814223393336e+00,-2.184819024134850973e-03,-3.210391841886034350e-03,-3.930517828833727800e-01
4.250000000000000000e+00,5.149863404555975466e-01,-1.707066474366873976e-01,1.000342450966158203e-01,-3.056230091422330875e-02,-2.165466490780126041e-01,-6.222517114790708819e-06,-4.979495580970233308e-03,1.108397719945463343e-02,2.704634933962314136e+00,-1.327451618827549425e-03,1.160892948835042990e-04,-3.930336305863831314e-01
4.500000000000000000e+00,5.102216672154891164e-01,-1.976591530820599185e-01,1.000333789661400630e-01,-4.512853629241934950e-02,-2.146167347888803256e-01,-7.450405760746636243e-06,-4.797008669713441129e-03,1.094483102774688847e-02,2.655508867857087729e+00,-2.794410299813030948e-04,2.962881641890582896e-03,-3.930166926160235663e-01
