time_total,x,y,z,vx,vy,vz,roll,pitch,yaw,roll_rate,pitch_rate,yaw_rate
0e-01,9.990129531421311493e-02,-3.532356671637541801e-02,1.808497316960973600e-01,3.928711729204692167e-04,9.829607207039066635e-04,9.148456216174988623e-03,2.055347835365669562e-01,-1.973703956579007934e-02,2.118172804623124836e-03,-3.931053195059015515e-01
2.500000000000000000e-01,-4.555275357065629027e-01,-1.388347415753275471e-01,9.994215111779630734e-02,-2.388430049082625184e-02,1.820930938605498928e-01,2.723039273138642036e-04,-1.607385594880736488e-03,9.511712047916067239e-03,1.563767596153813888e-01,-1.906873654040261087e-02,-3.073555936763599367e-03,-3.930361167782942533e-01
5.000000000000000000e-01,-4.577889697647350986e-01,-1.158641584130786495e-01,9.997037995412898226e-02,-1.275519890214192945e-02,1.855735164860489728e-01,1.866254118038366866e-04,-3.274274725966559198e-03,9.172108900791096225e-03,1.072350689821019304e-01,-6.130844157071458148e-03,-5.553653965416480674e-03,-3.929870092544029969e-01
7.500000000000000000e-01,-4.586983474162150132e-01,-9.240686693022037712e-02,9.998947919436089460e-02,-2.272428187912493673e-03,1.895091538138263532e-01,1.247824620815644306e-04,-3.201025919631950590e-03,8.381463446054159341e-03,5.811343870092132435e-02,7.140483443209245766e-03,-6.915236737563858031e-03,-3.929737907859007229e-01
1.000000000000000000e+00,-4.583522666599769146e-01,-6.853609994243672898e-02,1.000022718510829717e-01,7.322396063281590151e-03,1.919805603636508540e-01,8.453178009047545964e-05,-1.844093632048838388e-03,7.414362651725967326e-03,9.001666635582732459e-03,1.344150532787270064e-02,-7.764833674369100124e-03,-3.929877558857168829e-01
1.250000000000000000e+00,-4.568765816066173713e-01,-4.450817792883404039e-02,1.000111370440549263e-01,1.580449914328850916e-02,1.920533352875836708e-01,6.002280045223395071e-05,-1.847435530679979101e-04,6.444574838522666022e-03,-4.011180172297003355e-02,1.178920732058571889e-02,-8.021711288576833382e-03,-3.930111532371834970e-01
1.500000000000000000e+00,-4.544212432560793546e-01,-2.061765668568314031e-02,1.000175082406915411e-01,2.302502255022728303e-02,1.899747847077103147e-01,4.328645209386758309e-05,9.678841381889772069e-04,5.537275601279101518e-03,-8.923249498456621576e-02,5.495467941022782674e-03,-7.484222937567891823e-03,-3.930288872880054463e-01
1.750000000000000000e+00,-4.511456383100950207e-01,2.924920551807884232e-03,1.000220552029043170e-01,2.898553023732339598e-02,1.867112444535500848e-01,3.046801773875850794e-05,1.307552014654850920e-03,4.709345363690531014e-03,-1.383598305844772058e-01,-1.114509398301515974e-03,-6.172259839986697638e-03,-3.930350732383561252e-01
2.000000000000000000e+00,-4.471979734834725662e-01,2.604089233573868289e-02,1.000252267702584907e-01,3.385459496975965626e-02,1.833051737858203134e-01,2.117378674013855702e-05,9.845875201878006959e-04,3.988310732366062879e-03,-1.874904733644249255e-01,-5.160196030898907271e-03,-4.345664771227904406e-03,-3.930323566902153565e-01
2.250000000000000000e+00,-4.426968642965850576e-01,4.876088363406932968e-02,1.000274486655477052e-01,3.792183374405112828e-02,1.804276903619095873e-01,1.501850440605477208e-05,3.580459899856833065e-04,3.429285575146711739e-03,-2.366214537599345413e-01,-5.994307370765718408e-03,-2.347574400671454189e-03,-3.930265228814042722e-01
2.500000000000000000e+00,-4.377208726619558621e-01,7.116739828058346595e-02,1.000290428834642031e-01,4.152458808834891962e-02,1.782599282355221415e-01,1.086508792010031810e-05,-2.518734990316350854e-04,3.091921083353960098e-03,-2.857514247962442133e-01,-4.619093449102107396e-03,-4.572793405126259056e-04,-3.930219018833787104e-01
2.750000000000000000e+00,-4.323069074052247607e-01,9.334046620798047700e-02,1.000301941644192172e-01,4.498384718596974002e-02,1.766282012678105640e-01,7.795835159678646319e-06,-6.916628043663070741e-04,3.005128906574538669e-03,-3.348803476708299698e-01,-2.564990834632340302e-03,1.158335581372421045e-03,-3.930200721702887812e-01
3.000000000000000000e+00,-4.264550176689986816e-01,1.153277718231219273e-01,1.000310110439952133e-01,4.856602628559228418e-02,1.752297155525826544e-01,5.463330328001030592e-06,-9.699399354096302451e-04,3.146949897487711333e-03,-3.840087246606536109e-01,-9.839828886040158894e-04,2.412396328262603976e-03,-3.930206523667089669e-01
3.250000000000000000e+00,-4.201363977248444570e-01,1.371409918272897821e-01,1.000315769732722931e-01,5.246745227681665069e-02,1.738108760907845218e-01,3.738323989108247791e-06,-1.177342604431996917e-03,3.450001952371153577e-03,-4.331370961448871015e-01,-2.994088519537066147e-04,3.249672102835145671e-03,-3.930224078421304390e-01
3.500000000000000000e+00,-4.133024606986832050e-01,1.587677908816755024e-01,1.000319578843459900e-01,5.681060532640587468e-02,1.722404799830253852e-01,2.457154295127240726e-06,-1.401234002376290253e-03,3.825361687271714144e-03,-4.822658245313423686e-01,-3.455456707647012148e-04,3.632065339967554835e-03,-3.930240323811792780e-01
3.750000000000000000e+00,-4.058940613069574876e-01,1.801867880251713239e-01,1.000321975788514700e-01,6.164476423172036978e-02,1.704939533853886691e-01,1.444596621515544092e-06,-1.679218928569423510e-03,4.190108598510837792e-03,-5.313949976118051977e-01,-7.197728729735670570e-04,3.564674574713979412e-03,-3.930246373024920414e-01
4.000000000000000000e+00,-3.978503726478565539e-01,2.013775016410697394e-01,1.000323216249579261e-01,6.695132776586090739e-02,1.685989306202725913e-01,5.904741145379425917e-07,-1.998313549454774039e-03,4.486967700744173317e-03,-5.805244344531867995e-01,-1.080342978055503535e-03,3.134086487886876635e-03,-3.930239824569359830e-01
4.250000000000000000e+00,-3.891165470363760481e-01,2.223235208606385016e-01,1.000323473971458793e-01,7.265843547114621270e-02,1.665865650836620415e-01,-1.300053552459035866e-07,-2.321219106449455387e-03,4.692528738386786240e-03,-6.296538222189361766e-01,-1.262219622638929969e-03,2.520973913358438498e-03,-3.930224289939329707e-01
4.500000000000000000e+00,-3.796487782577308012e-01,2.430110997059711508e-01,1.000322936178686117e-01,7.866748109638688202e-02,1.644669113650234771e-01,-6.786777118155005523e-07,-2.615186997644614302e-03,4.816533802483219211e-03,-6.787829101484108563e-01,-1.234113048829997344e-03,1.963903502786669419e-03,-3.930206879893690664e-01
4.750000000000000000e+00,-3.694154673251617282e-01,2.634260190961595360e-01,1.000321854087271728e-01,8.488733467034269287e-02,1.622230855916033665e-01,-1.000866088554011890e-06,-2.867496133463117488e-03,4.895659331121804576e-03,-7.279116366610350886e-01,-1.002067639415467554e-03,1.679077488032218977e-03,-3.930195208407313845e-01
5.000000000000000000e+00,-3.583941923071429780e-01,2.835501786626656306e-01,1.000320529181573104e-01,9.126511474602268248e-02,1.598105352249662992e-01,-1.077167348121014927e-06,-3.084587320538120531e-03,4.982769951033244084e-03,-7.770401329868168450e-01,-5.593556534784563383e-04,1.767776724986889732e-03,-3.930195002384518355e-01
5.250000000000000000e+00,-3.465657989290396035e-01,3.033579797690408864e-01,1.000319246571516191e-01,9.779996210881705676e-02,1.571543455670071088e-01,-9.532014523304392112e-07,-3.281278030014277841e-03,5.130738234641972657e-03,-8.261686358553597120e-01,8.109608173305688406e-05,2.156320101726495048e-03,-3.930208265460875539e-01
5.500000000000000000e+00,-3.339083946419298954e-01,3.228124723834921994e-01,1.000318191279785246e-01,1.045309495865990312e-01,1.541498048416647670e-01,-7.396817592577428001e-07,-3.469136544710752033e-03,5.371313495486802585e-03,-8.752973677992182955e-01,8.071814241995122364e-04,2.605072327569084214e-03,-3.930231527317787354e-01
5.750000000000000000e+00,-3.203944964830711117e-01,3.418624513505086893e-01,1.000317374328868331e-01,1.115008475025083268e-01,1.506785993850049132e-01,-6.002786628721267114e-07,-3.650412267131271111e-03,5.693776946251841858e-03,-9.244264203893283183e-01,1.354892394342850810e-03,2.795280544511397590e-03,-3.930254603436355021e-01
6.000000000000000000e+00,-3.059935771441872343e-01,3.604430965058554870e-01,1.000316578423753877e-01,1.187094725351935665e-01,1.466489704273403194e-01,-7.294499661658958955e-07,-3.819227293441575417e-03,6.032233096662254282e-03,-9.735556635853784835e-01,1.345509722264165301e-03,2.466655264124324731e-03,-3.930261531132788755e-01
6.250000000000000000e+00,-2.906799718716366887e-01,3.784829716521956877e-01,1.000315357738778971e-01,1.260779629246173150e-01,1.420543532883480897e-01,-1.281332935829453472e-06,-3.967906102008649134e-03,6.270916856903507863e-03,-1.022684721099800909e+00,4.261584435657234256e-04,1.550670906024193907e-03,-3.930235208189257756e-01
6.500000000000000000e+00,-2.744434155210120352e-01,3.959184468261602863e-01,1.000313175612691785e-01,1.334440944263695084e-01,1.370289295611247515e-01,-2.225695516645476340e-06,-4.094632254482225182e-03,6.272125886837480978e-03,-1.071813053003742633e+00,-1.534337404665401649e-03,2.382942489913204333e-04,-3.930165013735377189e-01
6.750000000000000000e+00,-2.572975792522136373e-01,4.127132193986616238e-01,1.000309727939273086e-01,1.405978400072570300e-01,1.318696497635951925e-01,-3.221360405963075642e-06,-4.208893621061309161e-03,5.922440794649899871e-03,-1.120940133983598264e+00,-4.285208629884676088e-03,-1.058104726181201358e-03,-3.930053854150028503e-01
7.000000000000000000e+00,-2.392818921213359928e-01,4.288769722404384699e-01,1.000305309884458593e-01,1.473493818941962186e-01,1.269994004693893452e-01,-3.697536996381943795e-06,-4.332553829858191118e-03,5.183368710916825238e-03,-1.170065643743178452e+00,-7.162390311717200045e-03,-1.846501530397340373e-03,-3.929920522736999322e-01
7.250000000000000000e+00,-2.204539984047029499e-01,4.444751821644939982e-01,1.000300889987737057e-01,1.536056653175875975e-01,1.228656675531455966e-01,-3.219932637760406456e-06,-4.496055414918724916e-03,4.126981225817171438e-03,-1.219189578719696243e+00,-9.235719088768357121e-03,-1.751001326199616006e-03,-3.929796206183411300e-01
7.500000000000000000e+00,-2.008738065795141470e-01,4.596231430440089749e-01,1.000297659641826570e-01,1.594239187522361323e-01,1.197966922751897423e-01,-1.894789796512350420e-06,-4.730754733259560051e-03,2.939018408446061534e-03,-1.268312278446499741e+00,-9.608652472399330235e-03,-6.809244814439176794e-04,-3.929717751799378656e-01
7.750000000000000000e+00,-1.805838214032693678e-01,4.744616705536233714e-01,1.000296292390544933e-01,1.650160814792188679e-01,1.178610812881325659e-01,-3.788470432267366923e-07,-5.059515045133733228e-03,1.881890157455524742e-03,-1.317434443957837154e+00,-7.768232656293312145e-03,1.104617734052887497e-03,-3.929720585149117373e-01
8.000000000000000000e+00,-1.595926588751889474e-01,4.891184539154372901e-01,1.000296548786080153e-01,1.706959122855337962e-01,1.167852308405019079e-01,6.391300101835310387e-07,-5.488312995166762763e-03,1.224919869452234912e-03,-1.366557184553624182e+00,-3.842509725342453230e-03,3.074261398789197852e-03,-3.929830552615924399e-01
8.250000000000000000e+00,-1.378681721114423941e-01,5.036651675791817828e-01,1.000297650337265559e-01,1.767838839778276272e-01,1.159692632011043167e-01,1.033946216004736928e-06,-6.001578512385507755e-03,1.163266231083414813e-03,-1.415681973803080584e+00,1.358264794417481970e-03,4.619586846039735843e-03,-3.930052098375534375e-01
